,week,state,Population,deaths,cases,negatives,Date,death_SMA,deaths_per_100000,cases_per_100000,positive_test_rate,timestamp
1571,41,SD,884659,38,4146,14190,2020-10-11,34.0,0.5490412528604646,66.95073630469076,0.22611256544502617,2020-10-11
1572,41,TN,6829174,190,13507,188466,2020-10-11,195.0,0.40791379538935246,28.254828893969147,0.06687527540809911,2020-10-11
1573,41,TX,28995881,532,26584,323082,2020-10-11,517.5,0.25496232181588624,13.097426788702458,0.07602683703877415,2020-10-11
1575,41,VA,8535519,85,6846,136234,2020-10-11,99.5,0.16653100665918164,11.45800272953525,0.04784735812133072,2020-10-11
1576,41,VT,623989,0,83,6376,2020-10-11,0.0,0.0,1.900216647592002,0.012850286422046756,2020-10-11
1577,41,WA,7614893,48,3616,134866,2020-10-11,45.0,0.0844210342623518,6.783699108725869,0.02611169682702445,2020-10-11
1578,41,WI,5822434,87,18387,72164,2020-10-11,92.0,0.22572788532866397,45.11368073411027,0.20305684089629047,2020-10-11
1579,41,WV,1792147,24,1500,42363,2020-10-11,24.0,0.19131083714513533,11.956927321570959,0.03419738731960878,2020-10-11
1580,41,WY,578759,1,1107,6112,2020-10-11,2.0,0.049366711483412914,27.324474806069045,0.1533453386895692,2020-10-11
1557,41,NC,10488084,136,13975,213307,2020-10-11,164.5,0.22406380421819658,19.035207683582353,0.06148749131035454,2020-10-11
1569,41,RI,1059361,14,1381,25899,2020-10-11,12.0,0.16182261894535616,18.623086396961405,0.05062316715542522,2020-10-11
1556,41,MT,1068778,23,4067,28778,2020-10-11,18.5,0.24727840045894872,54.36114890089429,0.12382402192114476,2020-10-11
1555,41,MS,2976149,88,4444,65812,2020-10-11,91.0,0.436806087329633,21.331497275746035,0.06325438396720565,2020-10-11
1554,41,MO,6137428,249,11799,85123,2020-10-11,179.5,0.4178111277697619,27.46380778025304,0.12173706691979118,2020-10-11
1531,41,AL,4903185,106,6173,42344,2020-10-11,81.5,0.23745498370665483,17.98539404197767,0.127233753117464,2020-10-11
1532,41,AR,3017804,144,5820,69315,2020-10-11,130.5,0.6177623577560751,27.550781012569786,0.07746057097224995,2020-10-11
1533,41,AZ,7278717,53,4821,65390,2020-10-11,68.0,0.1334615113389587,9.46202862007529,0.06866445428778967,2020-10-11
1534,41,CA,39512223,444,22850,863867,2020-10-11,488.5,0.17661804117099228,8.261458015879578,0.025769213852897824,2020-10-11
1535,41,CO,5758736,30,5385,61360,2020-10-11,29.0,0.07194039009354038,13.358586229438444,0.08068020076410218,2020-10-11
1536,41,CT,3565287,17,1741,118388,2020-10-11,14.5,0.058099910930833096,6.975996202108994,0.014492753623188406,2020-10-11
1537,41,DC,705749,6,465,35877,2020-10-11,6.5,0.13157247528107424,9.412492462415312,0.012795113092289912,2020-10-11
1538,41,DE,973764,9,887,15594,2020-10-11,10.5,0.1540414309832773,13.012833264968279,0.05381954978460045,2020-10-11
1539,41,FL,21477737,707,17664,135625,2020-10-11,675.0,0.4489698864855801,11.749043073898203,0.11523331745917842,2020-10-11
1540,41,GA,10617423,254,8484,123937,2020-10-11,235.0,0.3161918722785046,11.415199337918438,0.06406838794451031,2020-10-11
1541,41,HI,1415872,15,648,3925,2020-10-11,18.5,0.18665932675108646,6.538121282956974,0.1417012901815001,2020-10-11
1530,41,AK,731545,2,1265,24914,2020-10-11,2.0,0.03905628303307189,24.703099018417966,0.04832117345964323,2020-10-11
1543,41,ID,1787065,27,3999,14193,2020-10-11,23.5,0.1878579042812017,31.96781954129896,0.21982189973614777,2020-10-11
1544,41,IL,12671821,190,17908,403655,2020-10-11,192.5,0.2170169543903753,20.188777242716053,0.04248000891918883,2020-10-11
1545,41,IN,6732219,115,9835,58284,2020-10-11,104.5,0.22174815508187465,20.869790480672123,0.1443796884863254,2020-10-11
1546,41,KS,2913314,65,4696,24376,2020-10-11,65.5,0.3211855247028935,23.027285862668524,0.16152999449642266,2020-10-11
1547,41,KY,4467673,43,7675,95878,2020-10-11,47.5,0.15188475713675298,24.541379179464823,0.07411663592556468,2020-10-11
1548,41,LA,4648794,78,4868,100330,2020-10-11,95.0,0.29193439355300693,14.959332924379341,0.04627464400463887,2020-10-11
1549,41,MA,6892503,94,3956,101015,2020-10-11,100.0,0.20726453489703647,8.199385000526764,0.03768659915595736,2020-10-11
1550,41,MD,6045680,41,4067,67930,2020-10-11,32.0,0.07561479554704469,9.61016792155721,0.056488464797144325,2020-10-11
1551,41,ME,1344212,1,204,41564,2020-10-11,1.5,0.01594136299078674,2.168025366746997,0.00488412181574411,2020-10-11
1552,41,MI,9986857,95,8193,237842,2020-10-11,87.5,0.1251645037072224,11.719688901408835,0.03330014022395188,2020-10-11
1553,41,MN,5639632,61,8442,90063,2020-10-11,67.0,0.16971725409439076,21.384374015893236,0.0857012334399269,2020-10-11
1542,41,IA,3155070,78,6250,27643,2020-10-11,73.0,0.33053375768434384,28.299123089413005,0.18440385920396543,2020-10-11
1616,42,OH,11689100,68,13038,264290,2020-10-18,71.0,0.08677192549346949,15.93425865611064,0.04701292332544857,2020-10-18
1615,42,NY,19453561,70,9995,850598,2020-10-18,62.5,0.04589684854393202,7.339824019145609,0.011614084706708048,2020-10-18
1614,42,NV,3080156,49,4482,16722,2020-10-18,43.5,0.20175230456787624,20.787444346510835,0.21137521222410866,2020-10-18
1613,42,NM,2096829,23,3805,53713,2020-10-18,21.0,0.14307318336402255,25.92349822381456,0.0661532042143329,2020-10-18
1608,42,NC,10488084,164,14557,214451,2020-10-18,150.0,0.20431349928710935,19.82794406081634,0.06356546496192272,2020-10-18
1611,42,NH,1359711,12,602,20311,2020-10-18,12.0,0.12607721157552704,6.324873447372272,0.028785922631855785,2020-10-18
1610,42,NE,1934408,29,5447,24759,2020-10-18,25.5,0.18831896595015854,40.22640813845152,0.1803284115738595,2020-10-18
1609,42,ND,762062,66,4713,6806,2020-10-18,66.0,1.237244663632543,88.35051666212385,0.4091500998350551,2020-10-18
1617,42,OK,3956971,73,7912,87014,2020-10-18,59.5,0.21481077318989703,28.564417436612864,0.0833491351157744,2020-10-18
1612,42,NJ,8882190,37,6385,215914,2020-10-18,37.5,0.06031331076167991,10.269346379022034,0.028722576349871118,2020-10-18
1618,42,OR,4217737,21,2270,41601,2020-10-18,24.0,0.08128936035061997,7.688618666496139,0.05174260901278749,2020-10-18
1624,42,TX,28995881,457,31301,408067,2020-10-18,494.5,0.24363066306851358,15.42140219354407,0.07124096429416799,2020-10-18
1620,42,RI,1059361,24,1512,18862,2020-10-18,19.0,0.25621914666348056,20.389649987114872,0.07421223127515461,2020-10-18
1621,42,SC,5148714,98,6584,110021,2020-10-18,98.5,0.27329986811131035,18.26808458522708,0.056464131040692936,2020-10-18
1622,42,SD,884659,37,4705,8231,2020-10-18,37.5,0.6055602053608065,75.97762043260252,0.36371366728509585,2020-10-18
1623,42,TN,6829174,142,14027,154431,2020-10-18,166.0,0.34724969248529497,29.34259901500742,0.08326704579182942,2020-10-18
1625,42,UT,3205958,26,8550,42929,2020-10-18,32.5,0.1448196496291325,38.09870782551024,0.1660871423298821,2020-10-18
1626,42,VA,8535519,75,7422,123751,2020-10-18,80.0,0.1338942767108998,12.42204152185373,0.0565817660646627,2020-10-18
1627,42,VT,623989,0,72,5741,2020-10-18,0.0,0.0,1.648380706344869,0.012386031309134697,2020-10-18
1628,42,WA,7614893,49,5166,148486,2020-10-18,48.5,0.09098711470497915,9.691534733317985,0.03362143024496915,2020-10-18
1629,42,WI,5822434,113,16912,52692,2020-10-18,100.0,0.24535639709637388,41.49467387693875,0.24297454169300614,2020-10-18
1630,42,WV,1792147,17,1953,44977,2020-10-18,20.5,0.16341134006146976,15.567919372685386,0.04161517153206904,2020-10-18
1607,42,MT,1068778,31,4119,36757,2020-10-18,27.0,0.36089280066981705,55.05620170218431,0.10076817692533516,2020-10-18
1619,42,PA,12801989,142,9996,99006,2020-10-18,138.0,0.15399392793014988,11.154516692679552,0.0917047393625805,2020-10-18
1606,42,MS,2976149,70,5074,24889,2020-10-18,79.0,0.3792052846048462,24.355539418797342,0.16934218869939593,2020-10-18
1631,42,WY,578759,3,1414,5578,2020-10-18,2.0,0.049366711483412914,34.90226501877293,0.20223112128146453,2020-10-18
1604,42,MN,5639632,40,10544,92050,2020-10-18,50.5,0.12792121390696617,26.70893622643666,0.10277404136694154,2020-10-18
1581,42,AK,731545,7,1309,28405,2020-10-18,4.5,0.08787663682441173,25.56233724514555,0.044053308204886586,2020-10-18
1582,42,AL,4903185,124,7284,37952,2020-10-18,115.0,0.335059179463378,21.222357071402133,0.16102219471217613,2020-10-18
1583,42,AR,3017804,135,6233,64236,2020-10-18,139.5,0.6603666582909768,29.50584502600472,0.08845024053129745,2020-10-18
1584,42,AZ,7278717,68,5574,59567,2020-10-18,60.5,0.11874149170598532,10.93991859122582,0.0855682289188069,2020-10-18
1585,42,CA,39512223,379,20738,824320,2020-10-18,411.5,0.14877855464045717,7.4978606710420435,0.024540327409479586,2020-10-18
1586,42,CO,5758736,44,6841,56563,2020-10-18,37.0,0.09178601494693081,16.970489952755507,0.10789540092107754,2020-10-18
1587,42,CT,3565287,12,2792,168302,2020-10-18,14.5,0.058099910930833096,11.18723802199214,0.016318514968379955,2020-10-18
1588,42,DC,705749,4,386,30252,2020-10-18,5.0,0.10120959637005711,7.813380839768407,0.012598733598798878,2020-10-18
1589,42,DE,973764,11,963,15763,2020-10-18,10.0,0.14670612474597836,14.127799813037715,0.05757503288293674,2020-10-18
1590,42,FL,21477737,616,20077,151332,2020-10-18,661.5,0.4399904887558685,13.354027275512578,0.1171292055843042,2020-10-18
1591,42,GA,10617423,222,9149,138270,2020-10-18,238.0,0.3202283642650387,12.309955061600164,0.062061199709671076,2020-10-18
1605,42,MO,6137428,160,12466,-73597,2020-10-18,204.5,0.4760020926402023,29.01634272299639,-0.2039227233318611,2020-10-18
1593,42,IA,3155070,68,6614,6462,2020-10-18,73.0,0.33053375768434384,29.94726401814042,0.5058121749770572,2020-10-18
1594,42,ID,1787065,22,4881,12489,2020-10-18,24.5,0.19585185765486984,39.01848641687428,0.28100172711571675,2020-10-18
1595,42,IL,12671821,244,25447,442973,2020-10-18,217.0,0.24463729404005943,28.687950329204572,0.054325178258827544,2020-10-18
1596,42,IN,6732219,148,12601,56654,2020-10-18,131.5,0.27904193677767,26.73922011661916,0.1819507616778572,2020-10-18
1597,42,KS,2913314,96,5048,23952,2020-10-18,80.5,0.3947394616577547,24.753351583209263,0.17406896551724138,2020-10-18
1598,42,KY,4467673,65,7315,133000,2020-10-18,54.0,0.1726689870607297,23.39025259905996,0.052132701421800945,2020-10-18
1599,42,LA,4648794,95,4282,99448,2020-10-18,86.5,0.26581394781405365,13.158558665199743,0.041280246794562804,2020-10-18
1600,42,MA,6892503,133,4757,98805,2020-10-18,113.5,0.2352452471081364,9.859573925052024,0.045933836735482125,2020-10-18
1601,42,MD,6045680,38,4300,70518,2020-10-18,39.5,0.09333701325338328,10.160738151634131,0.057472800662942074,2020-10-18
1602,42,ME,1344212,3,216,42390,2020-10-18,2.0,0.021255150654382323,2.295556270673291,0.005069708491761723,2020-10-18
1603,42,MI,9986857,98,9655,250793,2020-10-18,96.5,0.13803856694567956,13.811008951922656,0.03707073964860548,2020-10-18
1592,42,HI,1415872,18,574,0,2020-10-18,16.5,0.16647994007529335,5.791483975952629,1.0,2020-10-18
1667,43,OH,11689100,139,16328,282480,2020-10-25,103.5,0.12649146885315624,19.95509858390662,0.054643784637626834,2020-10-25
1666,43,NY,19453561,86,11183,840774,2020-10-25,78.0,0.05727926698282716,8.21223131626867,0.013126249329484939,2020-10-25
1665,43,NV,3080156,38,5442,22919,2020-10-25,43.5,0.20175230456787624,25.239908999043276,0.19188321991467155,2020-10-25
1664,43,NM,2096829,33,5075,58878,2020-10-25,28.0,0.1907642444853634,34.576019312972115,0.07935515143933826,2020-10-25
1659,43,NC,10488084,223,14071,213124,2020-10-25,193.5,0.26356441408037107,19.1659683231261,0.0619335812847994,2020-10-25
1662,43,NH,1359711,6,634,17563,2020-10-25,9.0,0.09455790868164528,6.661079344907011,0.03484090784195197,2020-10-25
1661,43,NE,1934408,47,5881,22418,2020-10-25,38.0,0.28063218455317746,43.431523088348335,0.2078165306194565,2020-10-25
1660,43,ND,762062,52,5741,7114,2020-10-25,59.0,1.1060217447624245,107.62153960476407,0.44659665499805523,2020-10-25
1668,43,OK,3956971,78,9437,89492,2020-10-25,75.5,0.2725750147199534,34.07007170744636,0.09539164451273136,2020-10-25
1663,43,NJ,8882190,74,8455,240356,2020-10-25,55.5,0.08926369992728626,13.598641133066765,0.033981616568399306,2020-10-25
1669,43,OR,4217737,33,2569,37577,2020-10-25,27.0,0.09145053039444748,8.701348614197615,0.06399143127584317,2020-10-25
1675,43,TX,28995881,490,38596,396727,2020-10-25,473.5,0.2332843659513472,19.015508739721636,0.088660603735617,2020-10-25
1671,43,RI,1059361,25,2595,17601,2020-10-25,24.5,0.33038784701343543,34.99414134693327,0.12849079025549615,2020-10-25
1672,43,SC,5148714,152,6688,98463,2020-10-25,125.0,0.3468272437960791,18.556644852065414,0.06360376981673974,2020-10-25
1673,43,SD,884659,52,5934,8949,2020-10-25,44.5,0.7185981103614905,95.82384689629403,0.39870993751259826,2020-10-25
1674,43,TN,6829174,222,18843,187074,2020-10-25,182.0,0.3807195423633956,39.417023828315735,0.09150774341118023,2020-10-25
1676,43,UT,3205958,29,10488,42506,2020-10-25,27.5,0.12253970353234286,46.73441493262589,0.1979091972676152,2020-10-25
1677,43,VA,8535519,146,7233,117505,2020-10-25,110.5,0.18494146970693034,12.10571629312423,0.05798553768699193,2020-10-25
1678,43,VT,623989,0,144,6556,2020-10-25,0.0,0.0,3.296761412689738,0.021492537313432834,2020-10-25
1679,43,WA,7614893,57,4712,140585,2020-10-25,53.0,0.09942921813121433,8.839820298760037,0.03243012588009388,2020-10-25
1680,43,WI,5822434,225,33690,177457,2020-10-25,169.0,0.4146523110928719,82.66057018176835,0.1595570858217261,2020-10-25
1681,43,WV,1792147,24,1825,40510,2020-10-25,20.5,0.16341134006146976,14.547594907911332,0.043108539033896304,2020-10-25
1658,43,MT,1068778,56,5059,29414,2020-10-25,43.5,0.5814384010791497,67.62061772550386,0.14675253096626345,2020-10-25
1670,43,PA,12801989,174,12076,97326,2020-10-25,158.0,0.1763118884997368,13.475584591916595,0.11038189429809327,2020-10-25
1657,43,MS,2976149,84,5082,0,2020-10-25,77.0,0.36960515081738177,24.3939399539472,1.0,2020-10-25
1682,43,WY,578759,11,2016,4932,2020-10-25,7.0,0.17278349019194517,49.76164517528021,0.29015544041450775,2020-10-25
1655,43,MN,5639632,115,10990,78425,2020-10-25,77.5,0.19631473421366094,27.83869585816947,0.12291002628194375,2020-10-25
1632,43,AK,731545,1,2020,25238,2020-10-25,4.0,0.07811256606614378,39.4468458634026,0.0741066842761758,2020-10-25
1633,43,AL,4903185,78,11729,42416,2020-10-25,101.0,0.29426936631131456,34.17312274718226,0.2166220334287561,2020-10-25
1634,43,AR,3017804,108,7049,66532,2020-10-25,121.5,0.5751580572211734,33.36863494116914,0.0957991872901972,2020-10-25
1635,43,AZ,7278717,47,7014,68645,2020-10-25,57.5,0.11285348385279594,13.766162360756711,0.09270542830330826,2020-10-25
1636,43,CA,39512223,402,30712,865111,2020-10-25,390.5,0.14118596740485667,11.10397805617915,0.0342835582475556,2020-10-25
1637,43,CO,5758736,34,9787,60479,2020-10-25,39.0,0.09674742116027843,24.27864130501654,0.13928500270401048,2020-10-25
1638,43,CT,3565287,35,3222,144889,2020-10-25,23.5,0.09416192461203986,12.910200897872016,0.021753954804167145,2020-10-25
1639,43,DC,705749,1,397,29030,2020-10-25,2.5,0.050604798185028554,8.036041951782535,0.013491011655962212,2020-10-25
1640,43,DE,973764,16,868,11177,2020-10-25,13.5,0.19805326840707077,12.73409162795092,0.07206309672063096,2020-10-25
1641,43,FL,21477737,464,23161,206715,2020-10-25,540.0,0.35917590918846404,15.405320801322251,0.10075431972019698,2020-10-25
1642,43,GA,10617423,171,10365,136209,2020-10-25,196.5,0.26439022511798366,13.94607981347532,0.07071513365262598,2020-10-25
1656,43,MO,6137428,223,12799,59505,2020-10-25,191.5,0.4457427909075733,29.791446375070656,0.17701648594821864,2020-10-25
1644,43,IA,3155070,106,7697,23128,2020-10-25,87.0,0.393923793404629,34.8509360670739,0.2496999188969992,2020-10-25
1645,43,ID,1787065,43,6112,13275,2020-10-25,32.5,0.25980348464421515,48.859043019859776,0.31526280497240416,2020-10-25
1646,43,IL,12671821,301,31334,463191,2020-10-25,272.5,0.30720581855260926,35.32472337074296,0.06336181183964411,2020-10-25
1647,43,IN,6732219,193,15025,59006,2020-10-25,170.5,0.36179962144937444,31.882928517752788,0.20295551863408573,2020-10-25
1648,43,KS,2913314,116,5375,21698,2020-10-25,106.0,0.5197811544810186,26.356827408825236,0.19853728807298784,2020-10-25
1649,43,KY,4467673,90,9335,103718,2020-10-25,77.5,0.24781197217049167,29.849351744665032,0.08257189105994533,2020-10-25
1650,43,LA,4648794,87,4706,100203,2020-10-25,91.0,0.27964241908761717,14.461507958531056,0.0448579244869363,2020-10-25
1651,43,MA,6892503,127,6905,111056,2020-10-25,130.0,0.26944389536614743,14.311616134640369,0.05853629589440578,2020-10-25
1652,43,MD,6045680,59,4622,67645,2020-10-25,48.5,0.1146036745009896,10.921612031826267,0.06395726956978981,2020-10-25
1653,43,ME,1344212,0,262,40412,2020-10-25,1.5,0.01594136299078674,2.7844247357240843,0.006441461375817475,2020-10-25
1654,43,MI,9986857,205,16493,292741,2020-10-25,151.5,0.21671339784736224,23.59243611020822,0.05333501490780444,2020-10-25
1643,43,HI,1415872,26,615,0,2020-10-25,22.0,0.22197325343372445,6.205161402806389,1.0,2020-10-25
1718,44,OH,11689100,97,20885,304416,2020-11-01,118.0,0.1442124958905549,25.52438963283254,0.06420207746056729,2020-11-01
1717,44,NY,19453561,94,14271,910259,2020-11-01,90.0,0.06609146190326212,10.479902809127264,0.01543595124008956,2020-11-01
1716,44,NV,3080156,33,5776,19545,2020-11-01,35.5,0.16464843246343924,26.788995659403522,0.22811105406579518,2020-11-01
1715,44,NM,2096829,59,5369,58301,2020-11-01,46.0,0.31339840165452554,36.579043880068426,0.08432542798806346,2020-11-01
1710,44,NC,10488084,226,16593,234319,2020-11-01,224.5,0.3057892039330404,22.60115929114004,0.06613075500573906,2020-11-01
1713,44,NH,1359711,10,886,14688,2020-11-01,8.0,0.08405147438368468,9.308700787993079,0.056889687941440864,2020-11-01
1712,44,NE,1934408,57,7517,19489,2020-11-01,52.0,0.3840229893885586,55.51347713911144,0.2783455528401096,2020-11-01
1711,44,ND,762062,75,7324,5059,2020-11-01,63.5,1.1903793354646433,137.29666540067794,0.591456028426068,2020-11-01
1719,44,OK,3956971,96,7375,77608,2020-11-01,87.0,0.31409306331968134,26.625705080260342,0.0867820622948119,2020-11-01
1714,44,NJ,8882190,69,11161,260806,2020-11-01,71.5,0.11499737918560304,17.950849637629588,0.04103806711843716,2020-11-01
1720,44,OR,4217737,38,3328,39214,2020-11-01,35.5,0.12024051218529207,11.272124635285971,0.07822857411499225,2020-11-01
1726,44,TX,28995881,573,42480,413523,2020-11-01,531.5,0.2618598532273306,20.92908102558232,0.09315728185998777,2020-11-01
1722,44,RI,1059361,24,3031,17883,2020-11-01,24.5,0.33038784701343543,40.87369650194787,0.1449268432628861,2020-11-01
1723,44,SC,5148714,134,7345,113593,2020-11-01,143.0,0.3967703669027145,20.37956884545761,0.06073359903421588,2020-11-01
1724,44,SD,884659,62,8121,8114,2020-11-01,57.0,0.9204515121484259,131.14011807293625,0.5002155836156452,2020-11-01
1725,44,TN,6829174,222,13839,122598,2020-11-01,222.0,0.4643941670586474,28.949328278939735,0.1014314298907188,2020-11-01
1727,44,UT,3205958,42,11628,40524,2020-11-01,35.5,0.15818761728720623,51.81424264269392,0.22296364473078692,2020-11-01
1728,44,VA,8535519,76,9021,130539,2020-11-01,111.0,0.1857783089363735,15.098253377612838,0.06463886500429923,2020-11-01
1729,44,VT,623989,0,125,4730,2020-11-01,0.0,0.0,2.8617720596265093,0.025746652935118436,2020-11-01
1730,44,WA,7614893,70,4588,85147,2020-11-01,63.5,0.11912745945909642,8.607193448792668,0.05112832228227559,2020-11-01
1731,44,WI,5822434,297,32506,73179,2020-11-01,261.0,0.6403801964215358,79.7555504401473,0.30757439560959454,2020-11-01
1732,44,WV,1792147,34,2977,61402,2020-11-01,29.0,0.2311672615503719,23.730515090877827,0.04624178691809441,2020-11-01
1709,44,MT,1068778,79,5615,30482,2020-11-01,67.5,0.9022320016745426,75.05233613929714,0.1555530930548245,2020-11-01
1721,44,PA,12801989,151,15648,97833,2020-11-01,162.5,0.1813334296278939,17.46157234964482,0.13789092447193804,2020-11-01
1733,44,WY,578759,19,2682,3576,2020-11-01,15.0,0.37025033612559677,66.20076009925671,0.42857142857142855,2020-11-01
1708,44,MS,2976149,93,5412,74720,2020-11-01,88.5,0.42480592009530244,25.977962028878835,0.06753856137373335,2020-11-01
1706,44,MN,5639632,126,16870,82242,2020-11-01,120.5,0.30523774803543413,42.733284724960775,0.17021147792396482,2020-11-01
1707,44,MO,6137428,221,16040,43836,2020-11-01,222.0,0.5167357680495106,37.33532306087454,0.2678869663972209,2020-11-01
1683,44,AK,731545,15,2622,41616,2020-11-01,8.0,0.15622513213228756,51.20278705635724,0.05927031059270311,2020-11-01
1684,44,AL,4903185,107,9630,42556,2020-11-01,92.5,0.2695041226118475,28.05756433245504,0.18453225002874335,2020-11-01
1685,44,AR,3017804,113,6075,54370,2020-11-01,110.5,0.5230861343451824,28.757902861058664,0.10050459095045082,2020-11-01
1686,44,AZ,7278717,107,9310,70465,2020-11-01,77.0,0.15112553489852676,18.272451037730963,0.116703227828267,2020-11-01
1687,44,CA,39512223,322,28505,926925,2020-11-01,362.0,0.13088174187082746,10.306033292894853,0.029834734098782748,2020-11-01
1688,44,CO,5758736,29,14821,72412,2020-11-01,31.5,0.07814214786022489,36.766500744012475,0.16990129882040053,2020-11-01
1690,44,DC,705749,4,602,28412,2020-11-01,2.5,0.050604798185028554,12.185635402954874,0.020748604122147928,2020-11-01
1691,44,DE,973764,29,1165,11842,2020-11-01,22.5,0.33008878067845127,17.091263532906478,0.08956715614669024,2020-11-01
1692,44,FL,21477737,365,28149,205002,2020-11-01,414.5,0.2757007673307747,18.72304197730755,0.1207329155783162,2020-11-01
1693,44,GA,10617423,172,11059,131495,2020-11-01,171.5,0.23075279189686612,14.879854959693542,0.07757761970902255,2020-11-01
1689,44,CT,3565287,39,5155,167685,2020-11-01,37.0,0.14825494513384996,20.65552005851342,0.02982527192779449,2020-11-01
1695,44,IA,3155070,83,12310,21504,2020-11-01,94.5,0.4278827411119246,55.73795283690786,0.36405039332820727,2020-11-01
1694,44,HI,1415872,7,526,0,2020-11-01,16.5,0.16647994007529335,5.307178695733593,1.0,2020-11-01
1704,44,ME,1344212,1,514,48655,2020-11-01,0.5,0.005313787663595581,5.462573718176257,0.010453741178384754,2020-11-01
1703,44,MD,6045680,56,5866,64385,2020-11-01,57.5,0.13587033574859592,13.861137208717631,0.08350059073892187,2020-11-01
1702,44,MA,6892503,149,9142,117345,2020-11-01,138.0,0.28602505815791035,18.948123780287073,0.07227620229746931,2020-11-01
1701,44,LA,4648794,89,4145,81466,2020-11-01,88.0,0.2704234382385748,12.737558539760144,0.04841667542722314,2020-11-01
1705,44,MI,9986857,177,21794,309807,2020-11-01,191.0,0.2732162309494798,31.175259357659485,0.06572356536922386,2020-11-01
1699,44,KS,2913314,54,8951,17569,2020-11-01,85.0,0.41680564274421306,43.89208597886413,0.3375188536953243,2020-11-01
1698,44,IN,6732219,234,19501,60975,2020-11-01,213.5,0.4530452737797152,41.380964327766854,0.2423206918832944,2020-11-01
1697,44,IL,12671821,300,44570,496327,2020-11-01,300.5,0.338771921009391,50.246470946384555,0.08240016121368764,2020-11-01
1696,44,ID,1787065,57,5914,12750,2020-11-01,50.0,0.3996976686834079,47.27624025187348,0.3168666952421775,2020-11-01
1700,44,KY,4467673,82,11700,101140,2020-11-01,86.0,0.27499134976338435,37.4116138631581,0.10368663594470046,2020-11-01
1771,45,OR,4217737,39,5019,36490,2020-11-08,38.5,0.13040168222911958,16.999637483323404,0.12091353682333952,2020-11-08
1762,45,ND,762062,108,9262,4443,2020-11-08,91.5,1.7152710109451161,173.62666779643354,0.6758117475373951,2020-11-08
1763,45,NE,1934408,51,11663,20192,2020-11-08,54.0,0.3987931043650416,86.13192548536075,0.36612776644168893,2020-11-08
1764,45,NH,1359711,6,1274,14419,2020-11-08,8.0,0.08405147438368468,13.385197295601786,0.08118269292041037,2020-11-08
1765,45,NJ,8882190,75,14966,292828,2020-11-08,72.0,0.11580155666242542,24.070640236248042,0.04862342995639941,2020-11-08
1766,45,NM,2096829,92,7649,72319,2020-11-08,75.5,0.5143821592373191,52.11270378816231,0.09565076030412165,2020-11-08
1767,45,NV,3080156,70,8543,24515,2020-11-08,51.5,0.23885617667231324,39.62229742352567,0.2584245870893581,2020-11-08
1768,45,NY,19453561,123,19301,968860,2020-11-08,108.5,0.07967692907226599,14.173681179942912,0.019532242215590374,2020-11-08
1769,45,OH,11689100,214,31268,312434,2020-11-08,155.5,0.190042738228655,38.213867131405685,0.09097415784604104,2020-11-08
1770,45,OK,3956971,93,12147,76689,2020-11-08,94.5,0.3411700515368953,43.85389011659964,0.13673510738889638,2020-11-08
1784,45,WY,578759,27,3587,6507,2020-11-08,23.0,0.5677171820592485,88.53919704550106,0.3553596195759857,2020-11-08
1761,45,NC,10488084,224,16647,253049,2020-11-08,225.0,0.306470248930664,22.674712150883398,0.061725053393450406,2020-11-08
1773,45,RI,1059361,25,3855,20395,2020-11-08,24.5,0.33038784701343543,51.98551633619566,0.15896907216494846,2020-11-08
1774,45,SC,5148714,100,7665,124085,2020-11-08,117.0,0.32463030019313005,21.26744658957557,0.05817836812144213,2020-11-08
1775,45,SD,884659,99,8080,6790,2020-11-08,80.5,1.2999359075078645,130.4780389150751,0.543375924680565,2020-11-08
1776,45,TN,6829174,242,20425,169541,2020-11-08,232.0,0.48531282323246033,42.726355235012946,0.10751924028510365,2020-11-08
1777,45,TX,28995881,666,51379,465233,2020-11-08,619.5,0.30521576495640884,25.31344759918536,0.09945374865469636,2020-11-08
1778,45,UT,3205958,45,16111,47230,2020-11-08,43.5,0.19383553104206963,71.79044231307549,0.25435342037542824,2020-11-08
1779,45,VA,8535519,52,9783,131903,2020-11-08,64.0,0.10711542136871985,16.37359636328416,0.06904704769702018,2020-11-08
1780,45,VT,623989,1,224,4596,2020-11-08,0.5,0.011447088238506034,5.128295530850704,0.046473029045643155,2020-11-08
1781,45,WA,7614893,73,8510,134134,2020-11-08,71.5,0.13413564332795896,15.964955590502528,0.05965901124477721,2020-11-08
1782,45,WI,5822434,282,40487,75596,2020-11-08,289.5,0.7103067695940023,99.33744449240888,0.34877630660820275,2020-11-08
1783,45,WV,1792147,45,3521,58354,2020-11-08,39.5,0.3148657528013685,28.066894066167567,0.05690505050505051,2020-11-08
1772,45,PA,12801989,203,20958,113825,2020-11-08,177.0,0.1975139510408444,23.38699088087015,0.15549438727435952,2020-11-08
1760,45,MT,1068778,80,6184,18703,2020-11-08,79.5,1.0626288019722392,82.65781775341291,0.2484831438100213,2020-11-08
1746,45,IA,3155070,125,18574,20090,2020-11-08,104.0,0.4708974082078324,84.10046596204113,0.4803951996689427,2020-11-08
1758,45,MO,6137428,127,23662,57237,2020-11-08,174.0,0.405009115498265,55.07658443057441,0.2924881642541935,2020-11-08
1734,45,AK,731545,1,3069,172898,2020-11-08,8.0,0.15622513213228756,59.93186631424881,0.017440770144402075,2020-11-08
